user_pseudo_id,session_id,event_date,session_start,viewed_item,added_to_cart,began_checkout,added_payment,converted,device_category,os,country,region,traffic_source,traffic_medium,session_revenue,event_count,max_funnel_stage,funnel_stage_label
5444054.0299206594,1968513370,2020-11-09,1,1,0,1,1,1,desktop,Web,United States,California,(direct),(none),22.24,9,6,purchase
8283930.3795908810,8375331421,2020-12-08,1,0,0,0,0,0,desktop,Web,India,Madhya Pradesh,google,organic,0.0,1,1,session_only
3268216.7614097066,7440912731,2021-01-15,1,0,0,0,0,0,desktop,Web,United Kingdom,England,<Other>,referral,0.0,1,1,session_only
4783448022.7117361410,7734714830,2020-11-18,1,0,0,0,0,0,desktop,<Other>,Spain,Andalusia,google,cpc,0.0,1,1,session_only
5977174.8304217464,9490740211,2020-11-22,1,1,0,0,0,0,desktop,Windows,India,Bihar,<Other>,<Other>,0.0,2,2,view_item
15325716.2948928870,1201869066,2021-01-08,1,0,0,0,0,0,mobile,iOS,United States,North Carolina,google,organic,0.0,1,1,session_only
76828975.0653000926,1809380378,2020-11-02,1,1,0,1,0,0,desktop,Web,United States,New York,google,organic,0.0,5,4,begin_checkout
8337143.6133427096,7414882104,2021-01-04,1,0,0,0,0,0,desktop,Windows,Slovenia,Ljubljana,<Other>,organic,0.0,1,1,session_only
551386115.1693559951,1961823598,2020-12-24,1,0,0,0,0,0,tablet,Web,United States,Illinois,<Other>,<Other>,0.0,1,1,session_only
12406842.2143348403,9138761775,2020-11-01,1,1,0,0,0,0,desktop,Web,United States,Virginia,google,organic,0.0,5,2,view_item
59082324.2816085710,8315581246,2021-01-13,1,0,0,0,0,0,mobile,Web,Japan,Saitama,google,organic,0.0,1,1,session_only
68043567.5257754664,1485597061,2020-11-07,1,1,0,0,0,0,mobile,Web,Switzerland,Zurich,google,organic,0.0,2,2,view_item
5928479.2791170847,3747135487,2021-01-25,1,1,1,1,1,1,desktop,Macintosh,Belgium,Flanders,<Other>,referral,0.0,28,6,purchase
23842696.8053963370,5117043909,2020-12-22,1,0,0,0,0,0,desktop,Windows,Canada,Ontario,<Other>,referral,0.0,1,1,session_only
6131516363.6996438385,5806263950,2021-01-02,1,0,0,0,0,0,mobile,iOS,Canada,Manitoba,(direct),(none),0.0,1,1,session_only
42311704.2684007187,4371326543,2021-01-21,1,1,1,0,0,0,desktop,Web,Japan,Tokyo,<Other>,organic,0.0,17,3,add_to_cart
5598225.1109400799,2829309131,2020-12-25,1,0,0,0,0,0,desktop,Web,India,Delhi,<Other>,<Other>,0.0,1,1,session_only
77503837.1358564348,9693781675,2020-11-01,1,0,0,0,0,0,mobile,Web,Mexico,Mexico City,google,organic,0.0,1,1,session_only
7039437.1967631953,6219972743,2021-01-16,1,0,0,0,0,0,desktop,Web,United States,Georgia,<Other>,referral,0.0,1,1,session_only
42915649.7608368130,4101157944,2021-01-09,1,0,0,0,0,0,desktop,Macintosh,Taiwan,Taipei City,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
6306262.3158414689,6883122433,2020-11-16,1,0,0,0,0,0,desktop,Web,United States,Texas,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
40995609.9239353975,273190474,2020-11-07,1,1,0,0,0,0,mobile,Web,India,Delhi,google,cpc,0.0,14,2,view_item
93727034.1179461378,4146830467,2020-11-08,1,0,0,0,0,0,desktop,<Other>,United States,North Carolina,<Other>,<Other>,0.0,1,1,session_only
1183914.8293949170,1101664365,2021-01-22,1,0,0,0,0,0,desktop,Windows,United States,California,<Other>,<Other>,0.0,1,1,session_only
1504020.7661034060,231228538,2020-11-15,1,1,0,0,0,0,mobile,Web,Sri Lanka,Western Province,(data deleted),(data deleted),0.0,2,2,view_item
72957336.1004222273,7169712203,2021-01-21,1,1,1,1,1,1,desktop,Macintosh,South Korea,Seoul,(direct),(none),0.0,60,6,purchase
7230566.1748573530,8938450470,2021-01-14,1,0,0,0,0,0,mobile,Android,United States,California,google,organic,0.0,1,1,session_only
55282104.2632011217,9006166482,2021-01-13,1,0,0,0,0,0,desktop,Web,Canada,British Columbia,<Other>,referral,0.0,1,1,session_only
65175239.4152388021,3865729960,2020-11-18,1,0,0,0,0,0,mobile,Web,United Arab Emirates,Dubai,(direct),(none),0.0,1,1,session_only
61285973.2831638591,1010815762,2020-12-10,1,1,0,0,0,0,desktop,Windows,United States,North Carolina,(direct),(none),0.0,2,2,view_item
67388075.6649253327,35652587,2021-01-10,1,0,0,0,0,0,desktop,Web,United States,Indiana,(direct),(none),0.0,1,1,session_only
2366093.6180107622,3994692252,2021-01-06,1,0,0,0,0,0,desktop,Windows,United States,Massachusetts,(data deleted),(data deleted),0.0,1,1,session_only
44705163.2893620480,2711006321,2021-01-18,1,0,0,0,0,0,desktop,Web,United States,Florida,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
2876583.5568477554,6745042162,2020-12-22,1,1,1,0,0,0,mobile,Android,Taiwan,Taipei City,(direct),(none),0.0,4,3,add_to_cart
78222512.5114977021,6454172046,2021-01-03,1,0,0,0,0,0,desktop,Web,Canada,Quebec,google,organic,0.0,1,1,session_only
7193863.8935424303,4624521486,2021-01-06,1,0,0,0,0,0,desktop,Web,United States,Florida,<Other>,<Other>,0.0,1,1,session_only
74938909.0218564836,9448106757,2021-01-02,1,0,0,0,0,0,desktop,Web,United States,Oregon,google,organic,0.0,1,1,session_only
77236000.2433970745,4511881557,2020-12-24,1,0,0,0,0,0,desktop,Web,Indonesia,(not set),google,cpc,0.0,1,1,session_only
21683663.4440188892,5459550512,2020-12-24,1,1,1,1,1,1,desktop,Web,India,Gujarat,google,cpc,19.92,27,6,purchase
8892929.7909399194,7874498402,2020-12-13,1,0,0,0,0,0,desktop,Web,Ukraine,Kyiv city,<Other>,<Other>,0.0,1,1,session_only
18519284.4917947501,9310925971,2020-12-26,1,0,0,0,0,0,desktop,Web,Spain,(not set),<Other>,<Other>,0.0,1,1,session_only
11035063.5953848749,3657648627,2020-11-22,1,0,0,0,0,0,desktop,Web,United States,Ohio,(direct),(none),0.0,1,1,session_only
54722735.7440769651,3265022600,2021-01-21,1,1,0,0,0,0,mobile,Web,United States,Virginia,(direct),(none),0.0,2,2,view_item
1873433.6864762133,4810335727,2021-01-09,1,1,0,0,0,0,desktop,Windows,United States,North Carolina,google,organic,0.0,3,2,view_item
34360015.5039813275,9929500747,2020-11-14,1,1,0,0,0,0,desktop,<Other>,United States,Massachusetts,(data deleted),(data deleted),0.0,5,2,view_item
7162267.4440496414,8663351289,2021-01-06,1,0,0,0,0,0,desktop,Windows,United States,Pennsylvania,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
31530904.6052091956,613194957,2020-12-22,1,0,0,0,0,0,desktop,Web,United States,Pennsylvania,google,organic,0.0,1,1,session_only
71230332.1496517484,625335091,2020-11-02,1,0,0,0,0,0,desktop,Web,United States,Ohio,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
1025092.0321826313,3634231712,2020-12-02,1,1,0,0,0,0,desktop,Web,United Arab Emirates,Dubai,(direct),(none),0.0,2,2,view_item
1160350.0477529859,3991276119,2021-01-29,1,1,1,0,0,0,desktop,Windows,United States,Missouri,<Other>,referral,0.0,17,3,add_to_cart
4132023.4615352106,6163583720,2021-01-24,1,0,0,0,0,0,mobile,Web,Singapore,(not set),(direct),(none),0.0,1,1,session_only
2196663.7754862068,5430829857,2020-12-27,1,0,0,0,0,0,mobile,iOS,South Korea,Seoul,<Other>,<Other>,0.0,1,1,session_only
69515603.8086432782,6030886410,2021-01-21,1,1,1,1,1,1,desktop,Macintosh,Canada,Ontario,(direct),(none),88.48,57,6,purchase
9397545.7933031135,2611219788,2020-11-21,1,1,0,1,1,1,mobile,Web,Macao,(not set),(direct),(none),98.6,12,6,purchase
53833758.4980355905,3387899772,2021-01-14,1,0,0,0,0,0,mobile,iOS,United States,Virginia,(direct),(none),0.0,1,1,session_only
2200672.9284265386,7224861382,2020-11-09,1,0,0,0,0,0,mobile,Web,Japan,Saitama,<Other>,<Other>,0.0,1,1,session_only
23760471.7093102894,9312945377,2020-12-26,1,0,0,0,0,0,desktop,Web,United States,New York,<Other>,referral,0.0,1,1,session_only
5718269.9461125660,2885723338,2021-01-01,1,0,0,0,0,0,desktop,Macintosh,United States,Virginia,<Other>,<Other>,0.0,1,1,session_only
26746685.8092444964,4511631516,2020-12-16,1,0,0,0,0,0,mobile,Android,United States,Washington,<Other>,<Other>,0.0,1,1,session_only
66843239.0427434152,1278312411,2020-11-07,1,1,0,1,0,0,mobile,Android,United States,Minnesota,<Other>,<Other>,0.0,76,4,begin_checkout
86339603.1386313809,9957869571,2020-11-01,1,1,0,0,0,0,mobile,Android,Canada,Ontario,google,organic,0.0,8,2,view_item
83570471.1632632861,3891675141,2020-12-08,1,0,0,0,0,0,mobile,Android,Iraq,(not set),google,cpc,0.0,1,1,session_only
78530815.9457174912,5920327672,2020-11-15,1,0,0,0,0,0,mobile,iOS,United States,New York,<Other>,<Other>,0.0,1,1,session_only
38606741.4196359488,8525506777,2021-01-08,1,0,0,0,0,0,desktop,Windows,United States,Virginia,google,organic,0.0,1,1,session_only
2333315.2717916701,256009752,2021-01-18,1,0,0,0,0,0,mobile,Web,United States,Texas,google,organic,0.0,1,1,session_only
34520045.2822531344,1828758456,2021-01-10,1,1,0,0,0,0,desktop,Web,Portugal,Lisbon,<Other>,<Other>,0.0,4,2,view_item
87675410.4329559996,6782065645,2021-01-06,1,0,0,0,0,0,desktop,Windows,United Kingdom,England,<Other>,organic,0.0,1,1,session_only
2669656.5276416328,8159059258,2020-12-13,1,1,1,1,1,1,mobile,Web,Sri Lanka,Western Province,google,organic,20.8,11,6,purchase
81826319.0971147384,2196702667,2021-01-04,1,0,0,0,0,0,desktop,Macintosh,(not set),(not set),google,organic,0.0,1,1,session_only
3958761.2970072783,1782242528,2021-01-07,1,0,0,0,0,0,desktop,Web,United Kingdom,England,google,organic,0.0,1,1,session_only
92523208.0081845990,9023956052,2021-01-06,1,0,0,0,0,0,desktop,Web,China,(not set),google,organic,0.0,1,1,session_only
21609246.4018297988,850030159,2020-11-22,1,0,0,0,0,0,mobile,Web,France,Nouvelle-Aquitaine,<Other>,referral,0.0,1,1,session_only
71206194.9159332783,4467201519,2020-11-13,1,1,0,1,1,1,desktop,Web,Canada,Newfoundland and Labrador,(direct),(none),0.0,9,6,purchase
6505143.6067858690,9931926769,2020-12-29,1,0,0,0,0,0,desktop,Windows,United States,Nevada,google,cpc,0.0,1,1,session_only
17394622.9293575648,7470781973,2020-11-29,1,0,0,0,0,0,desktop,Macintosh,United Kingdom,England,google,organic,0.0,1,1,session_only
91367625.6825797054,3544758404,2020-11-29,1,0,0,0,0,0,desktop,<Other>,United States,Oregon,google,cpc,0.0,1,1,session_only
35235422.2369022057,7314902263,2021-01-18,1,0,0,0,0,0,mobile,Web,Italy,Lazio,<Other>,referral,0.0,1,1,session_only
8138982.6406215182,227995321,2020-11-03,1,0,0,0,0,0,mobile,Web,Japan,(not set),(data deleted),(data deleted),0.0,1,1,session_only
64292219.9366807643,119783541,2020-11-14,1,1,0,0,0,0,mobile,Web,United States,California,google,organic,0.0,2,2,view_item
91703861.9116351996,9522221754,2020-11-03,1,0,0,0,0,0,desktop,Web,Italy,Lazio,google,organic,0.0,1,1,session_only
57985307.5936727130,4026314687,2020-12-28,1,1,0,1,1,1,desktop,Windows,China,(not set),google,organic,0.0,22,6,purchase
3745369.4691715930,2462565689,2020-11-16,1,0,0,0,0,0,desktop,Web,Canada,Quebec,<Other>,<Other>,0.0,1,1,session_only
71280629.3506389656,3749747418,2020-12-16,1,0,0,0,0,0,desktop,Web,United States,(not set),google,organic,0.0,1,1,session_only
13673990.3343139874,3273376832,2020-12-26,1,0,0,0,0,0,mobile,iOS,Malaysia,Federal Territory of Kuala Lumpur,google,organic,0.0,1,1,session_only
72045112.4341888544,2459588096,2021-01-11,1,0,0,0,0,0,mobile,Android,United Kingdom,England,(direct),(none),0.0,1,1,session_only
6677476.3763521620,3121942730,2020-11-27,1,0,0,0,0,0,mobile,Web,South Korea,Gyeonggi-do,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
7152106.8242237700,449791724,2021-01-04,1,0,0,0,0,0,desktop,Web,United States,Massachusetts,<Other>,organic,0.0,1,1,session_only
19155284.3201120597,9759357014,2021-01-11,1,0,0,0,0,0,desktop,Web,Peru,(not set),(direct),(none),0.0,1,1,session_only
69174659.0113251587,9387206193,2020-12-06,1,0,0,0,0,0,desktop,Macintosh,United States,Nebraska,<Other>,<Other>,0.0,1,1,session_only
2383216.3446440256,7499322885,2021-01-07,1,0,0,0,0,0,mobile,Web,Denmark,Capital Region of Denmark,google,organic,0.0,1,1,session_only
62366976.5728406142,5854876322,2020-12-05,1,0,0,0,0,0,desktop,Web,India,Maharashtra,(direct),(none),0.0,1,1,session_only
86838912.6388010616,6412854878,2021-01-09,1,0,0,0,0,0,desktop,Web,India,Maharashtra,(direct),(none),0.0,1,1,session_only
4252389749.2055176528,9737655617,2020-11-18,1,0,0,0,0,0,desktop,Web,United States,Florida,(direct),(none),0.0,1,1,session_only
4178332.6189240502,7584393835,2021-01-11,0,1,0,1,0,0,mobile,iOS,South Korea,Gyeongsangbuk-do,<Other>,referral,0.0,16,4,begin_checkout
6578204.1614469741,6250720010,2021-01-16,1,1,1,1,1,1,mobile,Android,United States,Florida,<Other>,referral,170.4,29,6,purchase
678199818.1753616041,9063120789,2020-11-06,1,1,0,0,0,0,desktop,Windows,Canada,New Brunswick,shop.googlemerchandisestore.com,referral,0.0,2,2,view_item
51751819.3987775772,6141567726,2021-01-23,1,0,0,0,0,0,mobile,Android,United States,(not set),<Other>,<Other>,0.0,1,1,session_only
4944518.3179963208,3216754410,2021-01-13,1,0,0,0,0,0,desktop,Web,Pakistan,Sindh,google,organic,0.0,1,1,session_only
20012307.1424727010,450999678,2021-01-26,1,0,0,0,0,0,desktop,Web,United States,Texas,(direct),(none),0.0,1,1,session_only
64074507.2697574859,3902224122,2021-01-10,1,1,0,0,0,0,desktop,Web,United States,Virginia,(data deleted),(data deleted),0.0,10,2,view_item
47827228.0917478260,7769612881,2020-12-10,1,0,0,0,0,0,desktop,Web,India,(not set),<Other>,organic,0.0,1,1,session_only
5850371.7017566977,7087078080,2021-01-22,1,1,0,0,0,0,desktop,Web,United States,New York,shop.googlemerchandisestore.com,referral,0.0,2,2,view_item
6048504.5682285046,1165113219,2021-01-06,1,0,0,0,0,0,desktop,Web,(not set),(not set),google,organic,0.0,1,1,session_only
32776943.4175054199,3454573525,2021-01-23,1,1,1,0,0,0,mobile,Web,United States,Tennessee,<Other>,referral,0.0,5,3,add_to_cart
2216313.0274479385,4155485387,2020-12-08,1,0,0,0,0,0,desktop,Macintosh,Philippines,(not set),<Other>,referral,0.0,1,1,session_only
11244054.2177805414,7919761844,2020-12-10,1,0,0,0,0,0,mobile,iOS,Canada,Quebec,<Other>,<Other>,0.0,1,1,session_only
12523044.3689917470,8994170018,2020-12-16,1,0,0,0,0,0,mobile,Web,Brazil,State of Rio de Janeiro,<Other>,referral,0.0,1,1,session_only
7534419.7933326516,1572119346,2020-11-16,1,1,0,1,1,1,desktop,<Other>,United States,Virginia,(direct),(none),231.2,55,6,purchase
45075393.3422853734,5044552747,2020-11-02,1,0,0,0,0,0,mobile,Web,Russia,(not set),(direct),(none),0.0,1,1,session_only
4881630.7727501991,7862993656,2020-12-29,1,0,0,0,0,0,mobile,Web,Sweden,Skane County,<Other>,<Other>,0.0,1,1,session_only
7711059.8608524985,3951807454,2020-11-09,1,0,0,0,0,0,desktop,Windows,United States,New Jersey,<Other>,referral,0.0,1,1,session_only
56460399.1194105799,5343625656,2021-01-07,0,1,0,1,1,1,mobile,iOS,United States,Florida,google,organic,0.0,12,6,purchase
46963586.1618975548,7218107733,2020-12-05,1,0,0,0,0,0,desktop,Web,Germany,Bavaria,google,organic,0.0,1,1,session_only
17918965.5968192573,6855309516,2020-11-21,1,0,0,0,0,0,desktop,Web,United States,Idaho,(direct),(none),0.0,1,1,session_only
7739968.5970739107,5924403921,2020-11-03,1,0,0,0,0,0,mobile,Web,Germany,(not set),<Other>,<Other>,0.0,1,1,session_only
5431479.7012511942,2858771309,2020-11-03,1,0,0,0,0,0,mobile,Web,United States,Mississippi,google,cpc,0.0,1,1,session_only
2613398.2166675477,1835495519,2020-12-08,1,1,0,1,1,1,mobile,Web,Japan,Tokyo,(direct),(none),0.0,18,6,purchase
89230602.7763637518,6886833860,2020-12-21,1,0,0,0,0,0,desktop,Windows,Canada,Ontario,(direct),(none),0.0,1,1,session_only
27927971.7672281306,596200534,2021-01-18,1,0,0,0,0,0,desktop,Macintosh,United States,California,(direct),(none),0.0,1,1,session_only
46675357.7484909419,3736491168,2021-01-07,1,0,0,0,0,0,mobile,Web,Canada,Quebec,google,organic,0.0,1,1,session_only
71841723.9998203561,3629433933,2020-12-24,1,0,0,0,0,0,mobile,Android,Turkey,Istanbul,google,organic,0.0,1,1,session_only
16734243.4850889785,9682625223,2020-11-18,1,1,0,0,0,0,desktop,Web,United Kingdom,England,shop.googlemerchandisestore.com,referral,0.0,8,2,view_item
56892325.6022498962,2254297272,2021-01-06,1,1,0,0,0,0,desktop,Web,Portugal,(not set),(direct),(none),0.0,2,2,view_item
4404869.0998982911,9697861407,2020-11-06,1,1,0,1,1,1,desktop,Web,Belgium,Flanders,(data deleted),(data deleted),16.8,10,6,purchase
5065985.7082353378,4635018833,2020-12-08,1,0,0,0,0,0,mobile,Android,United States,California,google,organic,0.0,1,1,session_only
3445548.9125466186,5706659920,2020-11-15,1,0,0,0,0,0,desktop,Web,United States,Texas,<Other>,referral,0.0,1,1,session_only
6494317.9968580447,8729050988,2020-12-31,1,0,0,0,0,0,desktop,Windows,Canada,Ontario,(direct),(none),0.0,1,1,session_only
4284577.4775669451,167948194,2020-12-31,1,0,0,0,0,0,mobile,Android,Turkey,Ankara,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
2157650.2458667671,7592206047,2021-01-24,1,0,0,0,0,0,desktop,Web,Canada,British Columbia,google,organic,0.0,1,1,session_only
4600497.9667708977,3883669594,2020-12-16,1,0,0,0,0,0,desktop,Web,China,Shanghai,(direct),(none),0.0,1,1,session_only
44788740.5701516534,5617235409,2020-12-29,1,0,0,0,0,0,desktop,Web,United States,Georgia,google,cpc,0.0,1,1,session_only
44633267.4247480426,9464206656,2020-11-03,1,0,0,0,0,0,mobile,Android,Israel,South District,google,organic,0.0,1,1,session_only
1464716398.9861476237,4255892130,2020-11-15,1,0,0,0,0,0,desktop,Web,Italy,Veneto,<Other>,referral,0.0,1,1,session_only
3198843.0611848527,7864833059,2020-12-16,1,1,1,1,1,1,desktop,Web,United States,Ohio,(direct),(none),170.64,72,6,purchase
1220886.0250243467,3690819165,2021-01-28,1,0,0,0,0,0,desktop,Web,United States,California,shop.googlemerchandisestore.com,referral,0.0,1,1,session_only
2919337526.9698228219,7336354047,2020-12-31,1,0,0,0,0,0,mobile,Android,Philippines,Central Visayas,(direct),(none),0.0,1,1,session_only
24524364.1326643374,1147540184,2020-11-16,1,1,0,1,1,1,desktop,<Other>,New Zealand,Auckland,(direct),(none),71.2,44,6,purchase
89651425.5771855021,5575305252,2021-01-25,1,0,0,0,0,0,desktop,Macintosh,Ireland,County Dublin,(direct),(none),0.0,1,1,session_only
2419347.0232103134,2551904099,2020-11-02,1,1,0,0,0,0,mobile,Web,India,Delhi,<Other>,<Other>,0.0,2,2,view_item
54178523.4564591415,3014988556,2021-01-25,1,1,1,0,0,0,desktop,<Other>,Hong Kong,(not set),(direct),(none),0.0,20,3,add_to_cart
10567723.3271981326,9334406503,2021-01-18,1,0,0,0,0,0,mobile,Web,Australia,New South Wales,(direct),(none),0.0,1,1,session_only
5534623.0174755270,205030385,2020-11-13,1,0,0,0,0,0,desktop,Web,Peru,(not set),<Other>,<Other>,0.0,1,1,session_only
41986228.7152498784,6864962518,2021-01-14,1,0,0,0,0,0,desktop,Web,United States,Florida,google,organic,0.0,1,1,session_only
9341533.7032458148,8323960964,2021-01-14,1,0,0,0,0,0,desktop,Web,United States,Massachusetts,(direct),(none),0.0,1,1,session_only
63275862.3937715168,8109083082,2021-01-23,1,0,0,0,0,0,mobile,Android,United States,Alabama,google,organic,0.0,1,1,session_only
51335161.3802402393,34132933,2021-01-30,1,0,0,0,0,0,desktop,Windows,United States,Louisiana,(direct),(none),0.0,1,1,session_only
1441375.7353918689,4180327122,2020-11-02,1,1,0,1,1,1,desktop,Web,United States,Arizona,(direct),(none),0.0,7,6,purchase
74631636.6328690122,8239112986,2021-01-06,1,0,0,0,0,0,desktop,Web,United States,Texas,google,organic,0.0,1,1,session_only
76734207.4984595139,4021231287,2020-12-27,1,0,0,0,0,0,desktop,Web,(not set),(not set),(data deleted),(data deleted),0.0,1,1,session_only
8478040283.7405308990,6916653382,2020-12-16,1,1,1,1,1,1,mobile,Web,India,Telangana,(direct),(none),10.4,13,6,purchase
6230502.7429024126,3962372144,2020-12-16,1,0,0,0,0,0,mobile,Web,(not set),(not set),<Other>,referral,0.0,1,1,session_only
